"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"ar-001","confirmation","تأكيد","","","","","","","","","",""
"ar-001","confirmation-time","وقت التأكيد","","","","وقت التأكيد |التعريف: الفترة الزمنية اللازمة للموافقة على معاملة سلسلة البلوكشين وإضافتها إلى السجل المالي.","https://academy.binance.com/ar/glossary/confirmation-time","","","https://academy.binance.com/ar/glossary/confirmation-time","2025-02-01",""
"ar-001","confluence","Confluence","","","","When multiple investment methods, technical indicators, or trading signals are combined to form a more reliable strategy.","https://academy.binance.com/ar/glossary/confluence","","","https://academy.binance.com/ar/glossary/confluence","2025-02-01",""
"ar-001","consensus","خوارزمية الإجماع","","","","","","","","","",""
"ar-001","consensus-algorithm","خوارزمية الإجماع","","","","خوارزميات الإجماع هي آليات تساعد أجهزة الكمبيوتر المختلفة في شبكة البلوكشين في الاتفاق على معايير الدقة والصحة، حتى لو كان بعضها لا يتبع القواعد بنزاهة.","https://academy.binance.com/ar/glossary/consensus-algorithm","","","https://academy.binance.com/ar/glossary/consensus-algorithm","2025-02-01",""
"ar-001","consensus-client","عميل إجماع","","","","","","","","","",""
"ar-001","consensus-layer","طبقة الإجماع","","","","","","","","","",""
"ar-001","consensus-mechanism","آلية الإجماع","","","","","","","","","",""
"ar-001","consensys","Consensys","","","","","","","","","",""
"ar-001","constantinople-fork","انقسام Constantinople (هارد فورك)","","","","","","","","","",""
"ar-001","consumer-price-index-(cpi)","Consumer Price Index (CPI)","","","","A Consumer Price Index (CPI) is a measure used to track the effects of inflation over a period of time.","https://academy.binance.com/ar/glossary/consumer-price-index-(cpi)","","","https://academy.binance.com/ar/glossary/consumer-price-index-(cpi)","2025-02-01",""
"ar-001","contango-and-backwardation","كونتانجو والسوق المعكوسة","","","","كونتانجو والسوق المعكوسة هي مصطلحات تُستخدم لتصف العلاقة بين سعر سلعة محددة في العقود الآجلة وسعرها المستقبلي المتوقع في السوق الفورية، وهي معايير مفيدة للغاية في التداول والتحوط.","https://academy.binance.com/ar/glossary/contango-and-backwardation","","","https://academy.binance.com/ar/glossary/contango-and-backwardation","2025-02-01",""
"ar-001","contract","عقد","","","","","","","","","",""
"ar-001","contract-account","حساب العقد","","","","","","","","","",""
"ar-001","coolwallet","CoolWallet","","","","","","","","","",""
"ar-001","copy-trading","التداول بالنسخ","","","","اكتشف مزايا تداول العملات الرقمية بالنسخ تعرف على كيفية نسخ التداولات وإدارة المخاطر وتنويع الاستثمارات وتعزيز مشاركة المعارف مع أكاديمية Binance.","https://academy.binance.com/ar/glossary/copy-trading","","","https://academy.binance.com/ar/glossary/copy-trading","2025-02-01",""
"ar-001","counterparty-risk","مخاطر الطرف الآخر","","","","مخاطر الطرف المقابل هي مخاطر أن أحد الطرفين المشاركين في معاملة مالية قد يتخلف عن السداد أو يفشل في الوفاء بالتزاماته التعاقدية، مما يتسبب في خسائر مالية للطرف الآخر.","https://academy.binance.com/ar/glossary/counterparty-risk","","","https://academy.binance.com/ar/glossary/counterparty-risk","2025-02-01",""
"ar-001","credentials","Credentials","","","","Personal information. Examples include username, password, email address, qualifications and many more.","https://academy.binance.com/ar/glossary/credentials","","","https://academy.binance.com/ar/glossary/credentials","2025-02-01",""
"ar-001","cross-chain-bridges","جسور الربط بين سلاسل بلوكشين","","","","تربط جسور ربط سلاسل البلوكشين بين شبكات البلوكشين المختلفة، مما يتيح حركة الأصول الرقمية عبر الشبكات ويسهل التوافق التشغيلي في مجال العملات الرقمية.","https://academy.binance.com/ar/glossary/cross-chain-bridges","","","https://academy.binance.com/ar/glossary/cross-chain-bridges","2025-02-01",""
"ar-001","crypto-","-مشفرة","","","","","","","","","",""
"ar-001","crypto-asset","أصل مشفر","","","","","","","","","",""
"ar-001","crypto-bounties","مكافآت التشفير","","","","","","","","","",""
"ar-001","crypto-compliance","امتثال الأصول المشفرة","","","","","","","","","",""
"ar-001","crypto-etfs","صناديق المؤشرات المتداولة للعملات الرقمية","","","","تسمح صناديق المؤشرات المتداولة للعملات الرقمية للمستثمرين بالتعرف على تحركات أسعار العملات الرقمية دون امتلاكها أو إدارتها مباشرةً.","https://academy.binance.com/ar/glossary/crypto-etfs","","","https://academy.binance.com/ar/glossary/crypto-etfs","2025-02-01",""
"ar-001","crypto-fear-and-greed-index","مؤشر الخوف والطمع بسوق العملات الرقمية","","","","مؤشر الخوف والطمع بسوق العملات الرقمية هو أداة تستخدم العديد من المؤشرات للمساعدة في قياس توجهات سوق العملات الرقمية بشكل عام بمقياس من 0 إلى 100 درجة.","https://academy.binance.com/ar/glossary/crypto-fear-and-greed-index","","","https://academy.binance.com/ar/glossary/crypto-fear-and-greed-index","2025-02-01",""
"ar-001","crypto-fund","صندوق استثمار الأصول المشفرة","","","","","","","","","",""
"ar-001","crypto-protocol","بروتوكول العملات الرقمية","","","","يُعد بروتوكول العملات الرقمية مجموعة من القواعد والإجراءات التي تحكم السلوك في الشبكات اللامركزية.","https://academy.binance.com/ar/glossary/crypto-protocol","","","https://academy.binance.com/ar/glossary/crypto-protocol","2025-02-01",""
"ar-001","crypto-wallet","محفظة العملات المشفرة","","","","","","","","","",""
"ar-001","crypto-winter","شتاء العملات الرقمية","","","","معدل الربح | التعريف: تشير عبارة شتاء العملات الرقمية إلى فترة ممتدة من هبوط الأسعار أو ركودها والتوجهات السلبية في سوق العملات الرقمية.","https://academy.binance.com/ar/glossary/crypto-winter","","","https://academy.binance.com/ar/glossary/crypto-winter","2025-02-01",""
"ar-001","cryptocompare","CryptoCompare","","","","","","","","","",""
"ar-001","cryptocurrency","عملة مشفرة","","","","العملة الرقمية | التعريف: عملة رقمية يتم تأمينها عن طريق التشفير لتعمل كوسيلة للتداول داخل نظام اقتصادي من شخص لشخص (P2P).","https://academy.binance.com/ar/glossary/cryptocurrency","","","https://academy.binance.com/ar/glossary/cryptocurrency","2025-02-01",""
"ar-001","cryptoeconomics","اقتصاديات الأصول المشفرة","","","","","","","","","",""
"ar-001","cryptography","التشفير","","","","التشفير | التعريف: علم استخدام النظريات الرياضية والحوسبة من أجل تشفير المعلومات وإلغاء تشفيرها.","https://academy.binance.com/ar/glossary/cryptography","","","https://academy.binance.com/ar/glossary/cryptography","2025-02-01",""
"ar-001","curve","Curve","","","","","","","","","",""
"ar-001","custody","الحفظ الآمن","","","","الاحتجاز | التعريف: يشير إلى الاحتفاظ بالأصول نيابة عن العميل. يمكن أن تشير أيضًا إلى ملكية الأموال أو الأصول لشخص ما.","https://academy.binance.com/ar/glossary/custody","","","https://academy.binance.com/ar/glossary/custody","2025-02-01",""
"ar-001","d'cent","D'CENT","","","","","","","","","",""
"ar-001","daemon","Daemon","","","","A process operating in the background waiting for a specific event or condition in order to be activated.","https://academy.binance.com/ar/glossary/daemon","","","https://academy.binance.com/ar/glossary/daemon","2025-02-01",""
"ar-001","dai","DAI","","","","","","","","","",""
"ar-001","danksharding","ترقية Danksharding","","","","تضيف ترقية Danksharding منهجًا جديدًا إلى التجزئة وتؤدي دورًا محوريًا في تحسين إدارة البيانات ومعالجة المعاملات داخل شبكة Ethereum.","https://academy.binance.com/ar/glossary/danksharding","","","https://academy.binance.com/ar/glossary/danksharding","2025-02-01",""
"ar-001","dao","DAO","","","","","","","","","",""
